!!,0:0:8.176,8176,27.26
!!,0:0:9.102,9102,27.26
!!,0:0:10.27,10027,27.27
!!,0:0:10.958,10958,27.27
!!,0:0:11.890,11890,27.27
!!,0:0:12.819,12819,27.27
!!,0:0:13.751,13751,27.27
!!,0:0:14.685,14685,27.27
!!,0:0:15.623,15623,27.27
!!,0:0:16.560,16560,27.27
!!,0:0:17.491,17491,27.27
!!,0:0:18.425,18425,27.27
!!,0:0:19.356,19356,27.27
!!,0:0:20.288,20288,27.27
!!,0:0:21.224,21224,27.28
!!,0:0:22.160,22160,27.28
!!,0:0:23.89,23089,27.28
!!,0:0:24.22,24022,27.28
!!,0:0:24.951,24951,27.28
!!,0:0:25.889,25889,27.28
!!,0:0:26.820,26820,27.28
!!,0:0:27.752,27752,27.28
!!,0:0:28.688,28688,27.28
!!,0:0:29.617,29617,27.28
!!,0:0:30.551,30551,27.28
!!,0:0:31.484,31484,27.28
!!,0:0:32.418,32418,27.28
!!,0:0:33.65892,33356,27.28
!!,0:0:34.65829,34293,27.28
!!,0:0:35.65771,35235,27.28
!!,0:0:36.65713,36177,27.28
!!,0:0:37.65660,37124,27.28
!!,0:0:38.65602,38066,27.28
!!,0:0:39.65546,39010,27.28
!!,0:0:39.66496,39960,27.28
!!,0:0:40.66444,40908,27.28
!!,0:0:41.66388,41852,27.28
!!,0:0:42.66334,42798,27.28
!!,0:0:43.66276,43740,27.28
!!,0:0:44.66220,44684,27.28
!!,0:0:45.66168,45632,27.28
!!,0:0:46.66114,46578,27.28
!!,0:0:47.66062,47526,27.27
!!,0:0:48.66004,48468,27.27
!!,0:0:49.65942,49406,27.27
!!,0:0:50.65883,50347,27.27
!!,0:0:51.65824,51288,27.27
!!,0:0:52.65764,52228,27.27
!!,0:0:53.65702,53166,27.28
!!,0:0:54.65642,54106,27.28
!!,0:0:55.65586,55050,27.28
!!,0:0:55.66528,55992,27.28
!!,0:0:56.66467,56931,27.28
!!,0:0:57.66409,57873,27.28
!!,0:0:58.66351,58815,27.28
!!,0:0:59.66291,59755,27.28
!!,0:1:0.687,60687,27.28
!!,0:1:1.616,61616,27.28
!!,0:1:2.541,62541,27.28
!!,0:1:3.470,63470,27.28
!!,0:1:4.396,64396,27.28
!!,0:1:5.326,65326,27.28
!!,0:1:6.254,66254,27.28
!!,0:1:7.182,67182,27.28
!!,0:1:8.110,68110,27.28
!!,0:1:9.39,69039,27.28
!!,0:1:9.970,69970,27.28
!!,0:1:10.904,70904,27.28
!!,0:1:11.835,71835,27.28
!!,0:1:12.767,72767,27.28
!!,0:1:13.699,73699,27.29
!!,0:1:14.635,74635,27.29
!!,0:1:15.568,75568,27.29
!!,0:1:16.499,76499,27.29
!!,0:1:17.435,77435,27.29
!!,0:1:18.371,78371,27.29
!!,0:1:19.302,79302,27.29
!!,0:1:20.236,80236,27.29
!!,0:1:21.166,81166,27.29
!!,0:1:22.97,82097,27.29
!!,0:1:23.30,83030,27.29
!!,0:1:23.959,83959,27.29
!!,0:1:24.890,84890,27.29
!!,0:1:25.824,85824,27.29
!!,0:1:26.754,86754,27.30
!!,0:1:27.688,87688,27.30
!!,0:1:28.621,88621,27.30
!!,0:1:29.556,89556,27.30
!!,0:1:30.492,90492,27.30
!!,0:1:31.426,91426,27.30
!!,0:1:32.355,92355,27.30
!!,0:1:33.65827,93291,27.30
!!,0:1:34.65767,94231,27.30
!!,0:1:35.65711,95175,27.30
!!,0:1:36.65650,96114,27.30
!!,0:1:37.65590,97054,27.30
!!,0:1:37.66530,97994,27.30
!!,0:1:38.66468,98932,27.30
!!,0:1:39.66408,99872,27.30
!!,0:1:40.66350,100814,27.30
!!,0:1:41.66296,101760,27.30
!!,0:1:42.66242,102706,27.30
!!,0:1:43.66186,103650,27.30
!!,0:1:44.66128,104592,27.30
!!,0:1:45.66074,105538,27.30
!!,0:1:46.66018,106482,27.30
!!,0:1:47.65966,107430,27.30
!!,0:1:48.65911,108375,27.30
!!,0:1:49.65853,109317,27.30
!!,0:1:50.65798,110262,27.30
!!,0:1:51.65742,111206,27.30
!!,0:1:52.65686,112150,27.30
!!,0:1:53.65628,113092,27.30
!!,0:1:54.65574,114038,27.30
!!,0:1:54.66518,114982,27.30
!!,0:1:55.66467,115931,27.30
!!,0:1:56.66413,116877,27.30
!!,0:1:57.66361,117825,27.29
!!,0:1:58.66307,118771,27.29
!!,0:1:59.66253,119717,27.29
!!,0:2:0.652,120652,27.29
!!,0:2:1.588,121588,27.29
!!,0:2:2.524,122524,27.29
!!,0:2:3.453,123453,27.29
!!,0:2:4.383,124383,27.29
!!,0:2:5.315,125315,27.29
!!,0:2:6.245,126245,27.29
!!,0:2:7.175,127175,27.29
!!,0:2:8.107,128107,27.29
!!,0:2:9.38,129038,27.28
!!,0:2:9.970,129970,27.28
!!,0:2:10.904,130904,27.28
!!,0:2:11.842,131842,27.28
!!,0:2:12.774,132774,27.28
!!,0:2:13.710,133710,27.28
!!,0:2:14.648,134648,27.28
!!,0:2:15.584,135584,27.28
!!,0:2:16.524,136524,27.28
!!,0:2:17.457,137457,27.28
!!,0:2:18.395,138395,27.28
!!,0:2:19.333,139333,27.28
!!,0:2:20.271,140271,27.28
!!,0:2:21.208,141208,27.27
!!,0:2:22.142,142142,27.27
!!,0:2:23.80,143080,27.27
!!,0:2:24.15,144015,27.27
!!,0:2:24.958,144958,27.27
!!,0:2:25.892,145892,27.27
!!,0:2:26.828,146828,27.27
!!,0:2:27.766,147766,27.27
!!,0:2:28.706,148706,27.27
!!,0:2:29.641,149641,27.27
!!,0:2:30.575,150575,27.27
!!,0:2:31.513,151513,27.27
!!,0:2:32.446,152446,27.27
!!,0:2:33.65921,153385,27.27
!!,0:2:34.65868,154332,27.27
!!,0:2:35.65816,155280,27.27
!!,0:2:36.65762,156226,27.26
!!,0:2:37.65710,157174,27.26
!!,0:2:38.65659,158123,27.26
!!,0:2:39.65607,159071,27.26
!!,0:2:40.65555,160019,27.26
!!,0:2:40.66499,160963,27.26
!!,0:2:41.66445,161909,27.26
!!,0:2:42.66389,162853,27.26
!!,0:2:43.66335,163799,27.26
!!,0:2:44.66283,164747,27.26
!!,0:2:45.66231,165695,27.26
!!,0:2:46.66179,166643,27.26
!!,0:2:47.66129,167593,27.25
!!,0:2:48.66078,168542,27.25
!!,0:2:49.66024,169488,27.25
!!,0:2:50.65972,170436,27.25
!!,0:2:51.65918,171382,27.25
!!,0:2:52.65864,172328,27.25
!!,0:2:53.65813,173277,27.24
!!,0:2:54.65757,174221,27.24
!!,0:2:55.65702,175166,27.24
!!,0:2:56.65650,176114,27.24
!!,0:2:57.65598,177062,27.24
!!,0:2:58.65547,178011,27.24
!!,0:2:58.66491,178955,27.24
!!,0:2:59.66439,179903,27.24
!!,0:3:0.843,180843,27.24
!!,0:3:1.777,181777,27.24
!!,0:3:2.710,182710,27.24
!!,0:3:3.644,183644,27.24
!!,0:3:4.582,184582,27.23
!!,0:3:5.518,185518,27.23
!!,0:3:6.450,186450,27.23
!!,0:3:7.388,187388,27.23
!!,0:3:8.326,188326,27.23
!!,0:3:9.257,189257,27.23
!!,0:3:10.197,190197,27.23
!!,0:3:11.135,191135,27.23
!!,0:3:12.77,192077,27.23
!!,0:3:13.14,193014,27.23
!!,0:3:13.949,193949,27.23
!!,0:3:14.883,194883,27.23
!!,0:3:15.819,195819,27.23
!!,0:3:16.763,196763,27.23
!!,0:3:17.700,197700,27.23
!!,0:3:18.638,198638,27.23
!!,0:3:19.576,199576,27.23
!!,0:3:20.512,200512,27.23
!!,0:3:21.448,201448,27.23
!!,0:3:22.387,202387,27.23
!!,0:3:23.327,203327,27.23
!!,0:3:24.269,204269,27.23
!!,0:3:25.205,205205,27.23
!!,0:3:26.143,206143,27.23
!!,0:3:27.74,207074,27.23
!!,0:3:28.15,208015,27.23
!!,0:3:28.949,208949,27.23
!!,0:3:29.887,209887,27.23
!!,0:3:30.830,210830,27.23
!!,0:3:31.768,211768,27.23
!!,0:3:32.712,212712,27.23
!!,0:3:33.66192,213656,27.23
!!,0:3:34.66222,214686,27.23
!!,0:3:35.66250,215714,27.23
!!,0:3:36.66280,216744,27.23
!!,0:3:37.66308,217772,27.23
!!,0:3:38.66334,218798,27.23
!!,0:3:39.66362,219826,27.23
!!,0:3:40.66388,220852,27.23
!!,0:3:41.66414,221878,27.23
!!,0:3:42.66438,222902,27.23
!!,0:3:43.66460,223924,27.23
!!,0:3:44.66482,224946,27.23
!!,0:3:45.66506,225970,27.23
!!,0:3:46.66530,226994,27.23
!!,0:3:48.65556,228020,27.23
!!,0:3:49.65580,229044,27.22
!!,0:3:50.65607,230071,27.22
!!,0:3:51.65629,231093,27.22
!!,0:3:52.65655,232119,27.22
!!,0:3:53.65679,233143,27.22
!!,0:3:54.65703,234167,27.22
!!,0:3:55.65731,235195,27.22
!!,0:3:56.65757,236221,27.22
!!,0:3:57.65781,237245,27.22
!!,0:3:58.65805,238269,27.22
!!,0:3:59.65829,239293,27.22
!!,0:4:0.308,240308,27.22
!!,0:4:1.318,241318,27.22
!!,0:4:2.325,242325,27.22
!!,0:4:3.332,243332,27.22
!!,0:4:4.338,244338,27.22
!!,0:4:5.346,245346,27.22
!!,0:4:6.356,246356,27.22
!!,0:4:7.365,247365,27.22
!!,0:4:8.376,248376,27.22
!!,0:4:9.384,249384,27.22
!!,0:4:10.394,250394,27.22
!!,0:4:11.410,251410,27.22
!!,0:4:12.425,252425,27.22
!!,0:4:13.436,253436,27.22
!!,0:4:14.452,254452,27.22
!!,0:4:15.464,255464,27.22
!!,0:4:16.478,256478,27.21
!!,0:4:17.491,257491,27.21
!!,0:4:18.505,258505,27.21
!!,0:4:19.521,259521,27.21
!!,0:4:20.535,260535,27.20
