%%,0:0:9.26,9026,0.99,-0.01,0.11,0.00,-2.19,6.00,-28.56,-0.12,-0.63,-0.06,-2.24,-0.16,9.54
%%,0:0:9.951,9951,0.99,-0.01,0.11,0.00,-1.75,6.38,-29.69,0.00,-0.06,-0.06,-2.19,-0.16,9.53
%%,0:0:10.880,10880,0.99,-0.01,0.11,0.00,-1.75,6.00,-28.56,-0.31,0.00,-0.37,-2.20,-0.18,9.52
%%,0:0:11.812,11812,0.99,-0.01,0.11,0.00,-1.37,5.56,-29.69,0.50,1.12,-0.37,-2.25,-0.20,9.49
%%,0:0:12.743,12743,0.99,-0.01,0.11,0.00,-1.75,6.00,-28.87,0.56,0.25,0.19,-2.22,-0.16,9.48
%%,0:0:13.673,13673,0.99,-0.01,0.11,0.00,-2.50,5.25,-30.19,0.06,0.19,-0.19,-2.20,-0.19,9.52
%%,0:0:14.604,14604,0.99,-0.01,0.11,0.00,-2.25,5.75,-28.56,-0.19,-0.25,0.12,-2.23,-0.16,9.50
%%,0:0:15.538,15538,0.99,-0.01,0.12,-0.00,-2.06,5.38,-29.00,-1.44,-1.44,-0.31,-2.32,-0.10,9.46
%%,0:0:16.476,16476,0.99,-0.01,0.12,-0.00,-1.00,6.19,-29.00,-0.94,-1.00,-0.31,-2.18,-0.10,9.52
%%,0:0:17.415,17415,0.99,-0.01,0.12,-0.00,-1.25,5.75,-29.25,0.69,0.06,0.19,-2.23,-0.15,9.51
%%,0:0:18.345,18345,0.99,-0.01,0.12,-0.00,-1.69,5.38,-28.19,-0.19,0.12,0.06,-2.25,-0.15,9.55
%%,0:0:19.279,19279,0.99,-0.01,0.12,-0.00,-1.69,6.19,-29.00,0.12,0.06,0.00,-2.25,-0.13,9.47
%%,0:0:20.210,20210,0.99,-0.01,0.12,-0.00,-1.69,5.75,-30.19,0.50,0.44,0.06,-2.27,-0.16,9.52
%%,0:0:21.143,21143,0.99,-0.00,0.12,-0.00,-1.69,5.25,-28.56,-0.06,-0.25,0.12,-2.25,-0.10,9.49
%%,0:0:22.78,22078,0.99,-0.00,0.12,-0.00,-2.06,6.06,-28.87,-0.25,-0.12,-0.06,-2.21,-0.20,9.55
%%,0:0:23.13,23013,0.99,-0.00,0.12,-0.00,-2.06,5.00,-30.06,0.25,0.06,0.19,-2.23,-0.18,9.50
%%,0:0:23.942,23942,0.99,-0.00,0.12,-0.00,-1.69,6.06,-28.50,0.69,0.25,-0.06,-2.21,-0.18,9.46
%%,0:0:24.872,24872,0.99,0.01,0.13,0.00,-0.37,4.75,-28.56,0.31,10.69,-0.12,-2.62,-0.01,9.16
