# Sensors init exited with 1
# Xbee init exited with 0
# SD init exited with 0
# GPS init exited with 1
%%,0:0:48.65633,48097,0.97,-0.04,0.05,-0.25,8.88,-4.00,-48.38,0.00,0.12,0.00,-0.60,-1.05,9.61
!!,0:0:48.65734,48198,22.85
@@,0:0:48.65764,48228,0,0
##,0:0:49.65589,49053,98942.75,200.94
%%,0:0:49.65594,49058,0.97,-0.04,0.05,-0.25,8.88,-4.25,-48.00,0.00,0.00,0.06,-0.61,-1.06,9.61
!!,0:0:49.65695,49159,22.85
@@,0:0:49.65724,49188,0,0
##,0:0:50.65550,50014,98943.25,200.75
%%,0:0:50.65555,50019,0.97,-0.04,0.05,-0.25,9.19,-4.00,-48.25,-0.06,0.12,0.00,-0.59,-1.05,9.63
!!,0:0:50.65657,50121,22.85
@@,0:0:50.65687,50151,0,0
##,0:0:50.66512,50976,98941.75,200.94
%%,0:0:50.66517,50981,0.97,-0.04,0.05,-0.25,9.56,-4.25,-48.75,0.12,0.06,0.06,-0.60,-1.09,9.62
!!,0:0:51.65618,51082,22.85
@@,0:0:51.65648,51112,0,0
##,0:0:51.66473,51937,98939.75,201.06
%%,0:0:51.66477,51941,0.97,-0.04,0.05,-0.25,10.00,-4.69,-48.75,0.12,0.00,0.12,-0.63,-1.02,9.62
!!,0:0:52.65581,52045,22.85
@@,0:0:52.65611,52075,0,0
