##,98577.25,231.81
%%,0:0:53.66391,53855,1.00,-0.04,0.04,0.00,8.06,18.87,-58.38,-0.06,-0.12,0.12,-0.74,-0.79,9.66
!!,0:0:53.66474,53938,22.15
@@,0:0:53.66503,53967,0,0
##,98575.75,231.94
%%,0:0:54.66332,54796,1.00,-0.04,0.04,0.00,7.25,19.25,-56.88,0.12,-0.06,0.00,-0.77,-0.77,9.66
!!,0:0:54.66414,54878,22.16
@@,0:0:54.66443,54907,0,0
##,98582.25,231.63
%%,0:0:55.66271,55735,1.00,-0.04,0.04,0.00,8.06,19.25,-59.19,-0.06,0.06,-0.06,-0.76,-0.77,9.65
!!,0:0:55.66356,55820,22.16
@@,0:0:55.66385,55849,0,0
##,98580.00,231.81
%%,0:0:56.66214,56678,1.00,-0.04,0.04,0.00,7.69,19.25,-58.00,-0.31,-0.19,0.12,-0.75,-0.79,9.63
!!,0:0:56.66298,56762,22.16
@@,0:0:56.66328,56792,0,0
##,98576.75,231.94
%%,0:0:57.66156,57620,1.00,-0.04,0.04,0.00,7.25,19.69,-57.25,-0.06,0.00,0.12,-0.74,-0.79,9.66
!!,0:0:57.66238,57702,22.16
@@,0:0:57.66268,57732,0,0
##,98581.25,231.69
%%,0:0:58.66096,58560,1.00,-0.04,0.04,0.00,7.25,19.69,-57.25,0.12,0.00,0.06,-0.74,-0.78,9.64
!!,0:0:58.66176,58640,22.16
@@,0:0:58.66206,58670,0,0
##,98578.75,231.75
%%,0:0:59.66033,59497,1.00,-0.04,0.04,0.00,7.69,19.25,-57.56,0.12,0.19,0.00,-0.76,-0.79,9.63
!!,0:0:59.66114,59578,22.16
@@,0:0:59.66144,59608,0,0
##,98577.00,231.81
%%,0:1:0.435,60435,1.00,-0.04,0.04,0.00,7.25,19.69,-56.88,-0.06,0.06,-0.06,-0.74,-0.82,9.65
!!,0:1:0.514,60514,22.16
@@,0:1:0.540,60540,0,0
##,98579.50,231.56
%%,0:1:1.365,61365,1.00,-0.04,0.04,0.00,7.25,20.37,-58.38,0.06,0.06,0.06,-0.75,-0.79,9.64
!!,0:1:1.438,61438,22.16
@@,0:1:1.465,61465,0,0
##,98577.00,231.63
%%,0:1:2.290,62290,1.00,-0.04,0.04,0.00,7.69,18.87,-59.19,0.12,0.12,0.00,-0.74,-0.78,9.66
!!,0:1:2.364,62364,22.16
@@,0:1:2.391,62391,0,0
##,98579.00,231.50
%%,0:1:3.216,63216,1.00,-0.04,0.04,0.00,7.25,18.56,-56.06,-0.06,-0.06,-0.06,-0.72,-0.79,9.63
!!,0:1:3.296,63296,22.16
@@,0:1:3.323,63323,0,0
##,98578.50,231.88
%%,0:1:4.147,64147,1.00,-0.04,0.04,0.00,8.75,19.69,-56.38,0.06,0.00,0.00,-0.75,-0.80,9.65
!!,0:1:4.222,64222,22.16
@@,0:1:4.248,64248,0,0
##,98580.00,231.56
%%,0:1:5.74,65074,1.00,-0.04,0.04,0.00,7.69,19.25,-57.25,0.06,0.06,0.12,-0.76,-0.79,9.63
!!,0:1:5.144,65144,22.16
@@,0:1:5.171,65171,0,0
##,98578.75,231.56
%%,0:1:5.996,65996,1.00,-0.04,0.04,0.00,8.06,18.87,-57.25,0.06,-0.12,0.06,-0.75,-0.79,9.65
!!,0:1:6.72,66072,22.16
@@,0:1:6.98,66098,0,0
##,98581.75,231.88
%%,0:1:6.921,66921,1.00,-0.04,0.04,0.00,7.69,19.25,-58.38,-0.06,-0.12,0.06,-0.74,-0.79,9.63
!!,0:1:7.0,67000,22.16
@@,0:1:7.24,67024,0,0
##,98577.50,232.00
%%,0:1:7.849,67849,1.00,-0.04,0.04,0.00,7.69,19.25,-57.56,-0.12,-0.06,0.00,-0.75,-0.80,9.64
!!,0:1:7.927,67927,22.16
@@,0:1:7.953,67953,0,0
##,98580.50,231.44
%%,0:1:8.777,68777,1.00,-0.04,0.04,0.00,7.69,18.87,-58.38,0.00,-0.19,0.00,-0.74,-0.80,9.64
!!,0:1:8.853,68853,22.16
@@,0:1:8.880,68880,0,0
##,98578.75,231.50
%%,0:1:9.706,69706,1.00,-0.04,0.04,0.00,7.69,19.25,-57.25,0.06,-0.19,0.00,-0.76,-0.80,9.67
!!,0:1:9.781,69781,22.16
@@,0:1:9.808,69808,0,0
##,98582.75,231.69
%%,0:1:10.632,70632,1.00,-0.04,0.04,0.00,7.69,20.00,-57.56,0.00,0.19,-0.06,-0.73,-0.79,9.64
!!,0:1:10.711,70711,22.16
@@,0:1:10.738,70738,0,0
##,98580.75,231.69
%%,0:1:11.564,71564,1.00,-0.04,0.04,0.00,7.25,19.69,-58.00,-0.06,-0.06,0.00,-0.75,-0.79,9.63
!!,0:1:11.645,71645,22.16
@@,0:1:11.672,71672,0,0
##,98579.00,231.69
%%,0:1:12.498,72498,1.00,-0.04,0.04,0.00,7.69,19.25,-57.56,-0.12,0.00,0.00,-0.76,-0.80,9.63
!!,0:1:12.577,72577,22.16
@@,0:1:12.604,72604,0,0
##,98577.25,231.44
%%,0:1:13.430,73430,1.00,-0.04,0.04,0.00,7.69,18.87,-58.00,0.12,0.06,-0.06,-0.75,-0.78,9.65
!!,0:1:13.507,73507,22.16
@@,0:1:13.536,73536,0,0
##,98579.25,231.81
%%,0:1:14.361,74361,1.00,-0.04,0.04,0.00,7.25,18.87,-57.56,-0.12,0.00,0.00,-0.73,-0.79,9.65
!!,0:1:14.439,74439,22.17
@@,0:1:14.467,74467,0,0
##,98582.00,231.69
%%,0:1:15.294,75294,1.00,-0.04,0.04,0.00,7.25,19.25,-58.75,0.00,0.19,-0.06,-0.74,-0.80,9.63
!!,0:1:15.371,75371,22.17
@@,0:1:15.399,75399,0,0
##,98577.75,231.81
%%,0:1:16.226,76226,1.00,-0.04,0.04,0.00,7.69,19.25,-58.00,0.00,-0.19,-0.06,-0.75,-0.80,9.67
!!,0:1:16.305,76305,22.17
@@,0:1:16.333,76333,0,0
##,98577.50,231.81
%%,0:1:17.160,77160,1.00,-0.04,0.04,0.00,7.69,19.25,-58.75,0.06,-0.06,0.00,-0.74,-0.78,9.64
!!,0:1:17.237,77237,22.17
@@,0:1:17.264,77264,0,0
##,98580.50,231.63
%%,0:1:18.90,78090,1.00,-0.04,0.04,0.00,8.38,19.25,-58.75,-0.06,0.06,-0.06,-0.75,-0.82,9.68
!!,0:1:18.169,78169,22.17
@@,0:1:18.196,78196,0,0
##,98583.50,231.50
%%,0:1:19.23,79023,1.00,-0.04,0.04,0.00,7.69,19.25,-57.56,-0.19,-0.12,0.06,-0.75,-0.75,9.63
!!,0:1:19.99,79099,22.17
@@,0:1:19.126,79126,0,0
##,98576.50,231.31
%%,0:1:19.952,79952,1.00,-0.04,0.04,0.00,7.69,18.87,-57.25,0.19,0.00,0.00,-0.73,-0.80,9.64
!!,0:1:20.28,80028,22.17
@@,0:1:20.55,80055,0,0
##,98579.75,231.94
%%,0:1:20.881,80881,1.00,-0.04,0.04,0.00,6.88,19.69,-58.38,-0.19,-0.12,0.06,-0.79,-0.82,9.64
!!,0:1:20.960,80960,22.17
@@,0:1:20.988,80988,0,0
##,98580.50,231.69
%%,0:1:21.814,81814,1.00,-0.04,0.04,0.00,8.06,19.25,-58.38,-0.06,0.06,-0.12,-0.74,-0.83,9.64
!!,0:1:21.894,81894,22.17
@@,0:1:21.922,81922,0,0
##,98582.00,231.50
%%,0:1:22.748,82748,1.00,-0.04,0.04,0.00,8.06,18.56,-58.00,0.00,0.06,-0.06,-0.65,-0.86,9.63
!!,0:1:22.826,82826,22.17
@@,0:1:22.853,82853,0,0
##,98580.25,231.69
%%,0:1:23.680,83680,1.00,-0.04,0.04,0.00,7.25,18.87,-58.00,-0.06,0.06,-0.06,-0.70,-0.78,9.65
!!,0:1:23.760,83760,22.16
@@,0:1:23.787,83787,0,0
##,98580.25,231.81
%%,0:1:24.613,84613,1.00,-0.04,0.04,0.00,7.69,18.87,-57.56,0.19,-0.12,0.06,-0.73,-0.81,9.68
!!,0:1:24.690,84690,22.16
@@,0:1:24.719,84719,0,0
##,98579.00,231.63
%%,0:1:25.545,85545,1.00,-0.04,0.04,0.00,8.06,18.56,-57.56,0.00,-0.06,0.06,-0.74,-0.80,9.65
!!,0:1:25.622,85622,22.16
@@,0:1:25.650,85650,0,0
##,98578.25,231.44
%%,0:1:26.477,86477,1.00,-0.04,0.04,0.00,7.25,19.25,-57.56,0.12,0.19,0.00,-0.74,-0.78,9.67
!!,0:1:26.552,86552,22.16
@@,0:1:26.580,86580,0,0
##,98579.25,231.69
%%,0:1:27.405,87405,1.00,-0.04,0.04,0.00,8.06,20.00,-58.38,-0.06,0.06,0.06,-0.72,-0.79,9.63
!!,0:1:27.484,87484,22.16
@@,0:1:27.512,87512,0,0
##,98581.00,231.69
%%,0:1:28.337,88337,1.00,-0.04,0.04,0.00,8.06,18.87,-58.38,-0.06,-0.06,-0.12,-0.75,-0.80,9.63
!!,0:1:28.420,88420,22.16
@@,0:1:28.448,88448,0,0
##,98581.50,231.31
%%,0:1:29.273,89273,1.00,-0.04,0.04,0.00,7.69,18.87,-57.56,0.00,-0.06,0.06,-0.71,-0.80,9.65
!!,0:1:29.351,89351,22.16
@@,0:1:29.379,89379,0,0
##,98579.00,231.25
%%,0:1:30.205,90205,1.00,-0.04,0.04,0.00,7.69,19.69,-57.25,0.12,0.06,-0.06,-0.74,-0.77,9.62
!!,0:1:30.283,90283,22.16
@@,0:1:30.310,90310,0,0
##,98578.25,231.81
%%,0:1:31.137,91137,1.00,-0.04,0.04,0.00,8.06,19.69,-58.00,0.12,0.00,-0.12,-0.75,-0.79,9.64
!!,0:1:31.214,91214,22.16
@@,0:1:31.242,91242,0,0
##,98581.50,231.38
%%,0:1:32.67,92067,1.00,-0.04,0.04,0.00,7.25,18.87,-58.38,0.06,0.00,-0.12,-0.74,-0.74,9.64
!!,0:1:32.144,92144,22.16
@@,0:1:32.172,92172,0,0
##,98578.50,232.00
%%,0:1:32.998,92998,1.00,-0.04,0.04,0.00,7.25,20.00,-58.00,0.19,0.12,-0.12,-0.76,-0.77,9.64
!!,0:1:33.65612,93076,22.16
@@,0:1:33.65642,93106,0,0
